"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","ID"
"7258","KORG DS-10 Synthesizer","DS","2008","Misc","AQ Interactive",0.19,0.01,0,0.02,0.22,82,11,"8.2",13,"AQ Interactive","E",4048
"7259","Naruto: Ninja Council","GBA","2003","Action","Tomy Corporation",0.16,0.06,0,0,0.22,60,12,"7.1",9,"Aspect","E10+",4049
"7261","Tropico 3","X360","2009","Strategy","Kalypso Media",0.15,0.02,0.03,0.01,0.22,75,33,"6.6",22,"Haemimont","T",4050
"7263","Deadly Creatures","Wii","2009","Action","THQ",0.08,0.12,0,0.02,0.22,72,45,"8.8",36,"Rainbow Studios","T",4051
"7264","Naruto Shippuden: Ultimate Ninja Storm Revolution","X360","2014","Fighting","Namco Bandai Games",0.14,0.06,0,0.02,0.22,62,11,"7.3",44,"CyberConnect2","T",4052
"7267","Dead Island","PC","2011","Action","Deep Silver",0.12,0.07,0,0.03,0.22,80,24,"6.8",1428,"Techland","M",4053
"7268","NFL 2K3","GC","2002","Sports","Sega",0.17,0.04,0,0.01,0.22,92,24,"8.3",15,"Visual Concepts","E",4054
"7276","Hunted: The Demon's Forge","X360","2011","Action","Bethesda Softworks",0.13,0.06,0,0.02,0.22,61,59,"6",116,"InXile Entertainment","M",4055
"7282","Britney's Dance Beat","GBA","2002","Misc","THQ",0.15,0.06,0,0,0.22,53,14,"7.4",5,"Art","E",4056
"7283","Shrek SuperSlam","GC","2005","Action","Activision",0.17,0.04,0,0.01,0.22,70,11,"7.8",6,"Shaba Games","E10+",4057
"7284","Full Auto","X360","2006","Shooter","Sega",0.19,0.01,0,0.02,0.22,70,63,"7.8",36,"Pseudo Interactive","T",4058
"7286","Herdy Gerdy","PS2","2002","Adventure","Eidos Interactive",0.11,0.08,0,0.03,0.22,69,24,"5",12,"Core Design Ltd.","E",4059
"7288","Afrika","PS3","2008","Adventure","Unknown",0.12,0,0.08,0.01,0.22,63,12,"6.2",34,"Rhino Studios","E10+",4060
"7295","Over G Fighters","X360","2006","Simulation","Ubisoft",0.19,0.01,0,0.02,0.21,49,36,"6",49,"Taito Corporation","T",4061
"7298","Angry Birds Star Wars","PS4","2013","Strategy","Activision",0.1,0.08,0,0.04,0.21,47,5,"2",87,"Exient Entertainment","E",4062
"7299","Hot Shots Tennis: Get a Grip","PSP","2010","Sports","Sony Computer Entertainment",0.07,0,0.13,0.01,0.21,80,27,"8",17,"Clap Hanz","E",4063
"7302","Star Wars: The Force Unleashed II","DS","2010","Action","LucasArts",0.17,0.03,0,0.02,0.21,43,5,"4",5,"LucasArts","T",4064
"7303","The Dukes of Hazzard: Return of the General Lee","PS2","2004","Racing","Ubisoft",0.11,0.08,0,0.03,0.21,52,17,"6.8",8,"Ratbag","E",4065
"7307","Crash 'N' Burn","PS2","2004","Racing","Eidos Interactive",0.11,0.08,0,0.03,0.21,63,17,"8",7,"Climax Group","T",4066
"7308","NBA","PSP","2005","Sports","Sony Computer Entertainment",0.2,0,0,0.02,0.21,57,25,"6.9",14,"989 Sports","E",4067
"7316","Disaster Report","PS2","2002","Action","Agetec",0.03,0.02,0.15,0.01,0.21,66,28,"8",7,"Irem","T",4068
"7318","Armored Core V","X360","2012","Simulation","Namco Bandai Games",0.13,0.03,0.04,0.01,0.21,68,37,"7.2",37,"From Software","T",4069
"7320","College Hoops 2K7","X360","2006","Sports","Take-Two Interactive",0.2,0,0,0.02,0.21,82,22,"8.2",12,"2K Sports","E",4070
"7325","Rampage: Total Destruction","Wii","2006","Action","Midway Games",0.19,0.01,0,0.02,0.21,46,21,"5.6",19,"Pipeworks Software, Inc.","E10+",4071
"7328","The Bard's Tale","PS2","2004","Role-Playing","Ubisoft",0.1,0.08,0,0.03,0.21,76,44,"8.6",14,"InXile Entertainment","T",4072
"7332","Robotech: The Macross Saga","GBA","2002","Shooter","TDK Mediactive",0.15,0.06,0,0,0.21,61,8,"6.5",4,"Lucky Chicken","E",4073
"7334","Yu Yu Hakusho: Dark Tournament","PS2","N/A","Fighting","N/A",0.1,0.08,0,0.03,0.21,56,15,"8.5",18,"Digital Fiction","T",4074
"7337","Conflict Zone","PS2","2002","Strategy","Ubisoft",0.1,0.08,0,0.03,0.21,47,7,"7.4",8,"MASA Group","T",4075
"7339","Code Name: S.T.E.A.M.","3DS","2015","Strategy","Nintendo",0.14,0.05,0.01,0.02,0.21,69,69,"7.7",125,"Intelligent Systems","T",4076
"7340","The Bureau: XCOM Declassified","X360","2013","Shooter","Take-Two Interactive",0.1,0.1,0,0.02,0.21,68,30,"6.7",118,"2K Marin","M",4077
"7341","Star Wars: Battlefront","PC","2004","Shooter","LucasArts",0.07,0.13,0,0.02,0.21,72,19,"3.5",1509,"EA DICE","T",4078
"7342","BloodRayne","XB","2002","Shooter","Universal Interactive",0.16,0.05,0,0.01,0.21,76,20,"7.5",6,"Terminal Reality","M",4079
"7346","NHL 2K6","XB","2005","Sports","Take-Two Interactive",0.16,0.05,0,0.01,0.21,83,32,"7.5",26,"2K Sports","E10+",4080
"7347","Hannah Montana: The Movie","X360","2009","Adventure","Disney Interactive Studios",0.14,0.05,0,0.02,0.21,25,4,"3.8",48,"n-Space","E",4081
"7348","Tenchu: Return From Darkness","XB","2004","Action","Activision",0.16,0.05,0,0.01,0.21,70,55,"7",6,"K2 LLC","M",4082
"7349","World Poker Tour","PS2","2005","Misc","Take-Two Interactive",0.1,0.08,0,0.03,0.21,60,17,"8.6",5,"Coresoft","T",4083
"7350","Neo Contra","PS2","2004","Shooter","Konami Digital Entertainment",0.1,0.08,0,0.03,0.21,65,37,"7.1",8,"KCET","M",4084
"7351","MVP Baseball","PSP","2005","Sports","Electronic Arts",0.2,0,0,0.02,0.21,67,21,"7.7",16,"EA Canada","E",4085
"7354","Tony Hawk's American Sk8land","DS","2005","Sports","Activision",0.19,0,0,0.02,0.21,84,31,"8.7",55,"Vicarious Visions","E",4086
"7360","Viewtiful Joe 2","PS2","2004","Action","Capcom",0.1,0.08,0,0.03,0.21,85,29,"7.7",17,"Clover Studio","T",4087
"7361","The BIGS 2","X360","2009","Sports","Take-Two Interactive",0.19,0.01,0,0.02,0.21,76,31,"6.2",35,"Blue Castle Games","E10+",4088
"7362","Quake III: Revolution","PS2","2001","Shooter","Electronic Arts",0.1,0.08,0,0.03,0.21,84,18,"7.2",11,"Bullfrog Productions","M",4089
"7363","Pac-Man World 3","PS2","2005","Platform","Namco Bandai Games",0.1,0.08,0,0.03,0.21,63,22,"5.2",13,"Blitz Games","E",4090
"7364","50 Cent: Blood on the Sand","X360","2009","Shooter","THQ",0.12,0.07,0,0.02,0.21,71,54,"6.4",64,"Swordfish Studios","M",4091
"7366","Journey","PS3","2012","Adventure","Sony Computer Entertainment Europe",0.04,0.13,0,0.04,0.21,92,78,"8.8",1381,"ThatGameCompany","E",4092
"7368","SBK X: Superbike World Championship","PS3","2010","Racing","Black Bean Games",0.05,0.12,0,0.04,0.21,73,4,"7.5",4,"Milestone S.r.l","E10+",4093
"7369","Robotech: Battlecry","XB","N/A","Shooter","Unknown",0.16,0.05,0,0.01,0.21,74,22,"7",10,"Vicious Cycle","T",4094
"7373","Dragon Ball: Fusions","3DS","2016","Role-Playing","Namco Bandai Games",0.02,0,0.19,0,0.21,68,12,"7.6",16,"Ganbarion","T",4095
"7374","Madden NFL 07","DS","2006","Sports","Electronic Arts",0.2,0,0,0.02,0.21,70,9,"6.5",10,"Exient Entertainment","E",4096
"7375","HBO Boxing","PS","2000","Fighting","Acclaim Entertainment",0.12,0.08,0,0.01,0.21,26,7,"4",5,"Osiris Studios","E",4097
"7378","Bass Pro Shops: The Strike","X360","2009","Sports","XS Games",0.2,0,0,0.02,0.21,63,4,"5.8",5,"Piranha Games","E",4098
"7379","Darkwatch","XB","2005","Shooter","Ubisoft",0.16,0.05,0,0.01,0.21,75,43,"8.1",21,"High Moon Studios","M",4099
"7380","Disgaea D2: A Brighter Darkness","PS3","2013","Role-Playing","Nippon Ichi Software",0.09,0,0.1,0.02,0.21,74,37,"8.1",61,"Nippon Ichi Software","T",4100
"7382","Maximo vs Army of Zin","PS2","2003","Platform","Capcom",0.1,0.08,0,0.03,0.21,83,46,"7.8",13,"Capcom","T",4101
"7385","Assassin's Creed Syndicate","PC","2015","Action","Ubisoft",0.11,0.09,0,0.02,0.21,74,14,"5.9",544,"Ubisoft Quebec","M",4102
"7387","Summoner 2","PS2","2002","Role-Playing","THQ",0.1,0.08,0,0.03,0.21,76,20,"8.3",22,"Volition Inc.","T",4103
"7391","Shadow of Destiny","PS2","2001","Adventure","Konami Digital Entertainment",0.09,0.07,0.03,0.02,0.21,78,18,"8.2",19,"Konami","T",4104
"7394","Ninja Gaiden: Dragon Sword","DS","2008","Action","Tecmo Koei",0.16,0.01,0.02,0.02,0.21,83,52,"7.8",36,"Team Ninja","T",4105
"7395","Cabela's Deer Hunt: 2004 Season","XB","2003","Sports","Activision Value",0.16,0.05,0,0.01,0.21,65,5,"8.4",16,"FUN Labs","T",4106
"7403","World of Final Fantasy","PSV","2016","Role-Playing","Square Enix",0.04,0.06,0.08,0.03,0.21,77,5,"8.6",46,"Square Enix","E10+",4107
"7404","Danganronpa Another Episode: Ultra Despair Girls","PSV","2014","Action","Nippon Ichi Software",0.06,0.01,0.12,0.02,0.21,72,35,"8.4",77,"Spike Chunsoft","M",4108
"7405","Pro Evolution Soccer 2012","Wii","2011","Action","Konami Digital Entertainment",0.08,0.08,0.03,0.02,0.21,79,9,"7",12,"Konami","E",4109
"7406","The Legend of Spyro: The Eternal Night","Wii","2007","Platform","Vivendi Games",0.18,0.02,0,0.02,0.21,60,8,"6.4",15,"Krome Studios","E10+",4110
"7409","The Wolf Among Us","PS4","2014","Adventure","Telltale Games",0.1,0.07,0,0.04,0.21,83,6,"8.4",259,"Telltale Games","M",4111
"7410","Cursed Mountain","Wii","2009","Adventure","Deep Silver",0.09,0.1,0,0.02,0.21,67,51,"7.6",33,"Deep Silver, Sproing Interactive Media, Sproing","M",4112
"7413","Age of Empires: Mythologies","DS","2008","Strategy","THQ",0.16,0.03,0,0.02,0.21,78,28,"6.9",20,"Griptonite Games","E10+",4113
"7414","SBK Superbike World Championship","X360","2008","Racing","Black Bean Games",0.06,0.14,0,0.01,0.21,63,17,"8",6,"Milestone S.r.l","E10+",4114
"7415","Bionicle","GC","2003","Action","Electronic Arts",0.16,0.04,0,0.01,0.21,47,5,"4.2",5,"Argonaut Games","E",4115
"7417","Heroes of Ruin","3DS","2012","Role-Playing","Nintendo",0.13,0.07,0,0.02,0.21,69,53,"7.4",50,"n-Space","T",4116
"7419","A Boy and His Blob","Wii","2009","Platform","Majesco Entertainment",0.18,0.01,0,0.01,0.21,80,43,"8.7",35,"WayForward","E",4117
"7423","Baja: Edge of Control","PS3","2008","Racing","THQ",0.1,0.08,0,0.03,0.21,61,21,"5",11,"2XL Games","E",4118
"7424","G.I. Joe: The Rise of Cobra","PS3","2009","Action","Electronic Arts",0.11,0.07,0,0.03,0.21,43,32,"4.8",13,"Double Helix Games","T",4119
"7427","UFC Undisputed 2010","PSP","2010","Fighting","THQ",0.11,0.06,0,0.04,0.21,74,27,"7",13,"Yuke's","T",4120
"7428","World Series of Poker","PSP","2005","Misc","Activision",0.19,0,0,0.02,0.21,37,6,"6.4",20,"Activision","E10+",4121
"7429","Rayman Raving Rabbids","X360","2007","Misc","Ubisoft",0.18,0.01,0,0.02,0.21,67,16,"7.3",19,"Ubisoft Montpellier","E",4122
"7430","Deus Ex: The Conspiracy","PS2","2002","Action","Eidos Interactive",0.1,0.08,0,0.03,0.21,81,25,"8.9",49,"Ion Storm","M",4123
"7431","Unreal II: The Awakening","XB","2004","Shooter","Atari",0.17,0.04,0,0.01,0.21,64,27,"5.3",20,"Tantalus Interactive","M",4124
"7432","Rumble Racing","PS2","2001","Racing","Electronic Arts",0.1,0.08,0,0.03,0.21,85,17,"8.2",9,"Electronic Arts","E",4125
"7433","Spider-Man: Web of Shadows","PS2","2008","Action","Activision",0.1,0.08,0,0.03,0.21,69,4,"4.1",16,"Treyarch, Shaba Games","E10+",4126
"7434","Vampire Rain","X360","2007","Action","Microsoft Game Studios",0.18,0,0.01,0.01,0.21,38,45,"2.9",44,"Artoon","M",4127
"7435","Batman Begins","XB","2005","Action","Electronic Arts",0.16,0.04,0,0.01,0.21,65,56,"7.1",21,"Eurocom Entertainment Software","T",4128
"7436","NBA Live 15","XOne","2014","Sports","Electronic Arts",0.17,0.02,0,0.02,0.21,53,9,"6.8",53,"EA Sports","E",4129
"7441","JSRF: Jet Set Radio Future","XB","2002","Action","Sega",0.13,0.04,0.03,0.01,0.21,88,36,"8.2",102,"Smilebit","T",4130
"7442","NHL Hitz 20-02","GC","2001","Sports","Midway Games",0.16,0.04,0,0.01,0.21,79,13,"8.7",7,"Midway","E",4131
"7443","Way of the Samurai 3","X360","2009","Action","Gamebridge",0.12,0.05,0.02,0.02,0.21,55,22,"6.8",16,"Acquire","M",4132
"7444","NCAA Football 2003","GC","2002","Sports","Electronic Arts",0.16,0.04,0,0.01,0.21,91,11,"8.1",9,"EA Sports","E",4133
"7446","Hitman: HD Trilogy","PS3","2013","Action","Square Enix",0.07,0.09,0,0.04,0.21,71,20,"7.6",46,"Io Interactive","M",4134
"7448","J Stars Victory Vs.","PSV","2014","Fighting","Namco Bandai Games",0,0.03,0.17,0.01,0.21,74,5,"7.9",29,"Bandai Namco Games","T",4135
"7449","de Blob 2","PS3","2011","Platform","THQ",0.11,0.07,0,0.03,0.21,74,50,"7.1",34,"Blue Tongue Entertainment","E10+",4136
"7452","ESPN Winter X Games: Snowboarding 2002","PS2","2000","Sports","Konami Digital Entertainment",0.1,0.08,0,0.03,0.21,64,14,"7.9",8,"Konami","T",4137
"7453","Final Fantasy Fables: Chocobo's Dungeon","Wii","2007","Role-Playing","Square Enix",0.09,0,0.11,0.01,0.21,76,34,"8",20,"h.a.n.d. Inc.","E10+",4138
"7454","Project: Snowblind","PS2","2005","Action","Eidos Interactive",0.1,0.08,0,0.03,0.21,78,54,"8.3",23,"Crystal Dynamics","T",4139
"7455","Prison Break: The Conspiracy","X360","2010","Action","Deep Silver",0.07,0.11,0,0.02,0.21,40,37,"4.7",19,"ZootFly","T",4140
"7457","You Don't Know Jack","Wii","2011","Misc","THQ",0.19,0,0,0.01,0.21,81,5,"7.7",6,"Jellyvision, Iron Galaxy Studios","T",4141
"7458","Mortal Kombat: Special Forces","PS","2000","Fighting","Midway Games",0.12,0.08,0,0.01,0.21,28,7,"2.4",17,"Midway","M",4142
"7459","Mega Man Legacy Collection","3DS","2016","Platform","Capcom",0.14,0,0.05,0.02,0.21,77,27,"7.1",26,"Digital Eclipse","E",4143
"7460","The Last Airbender","Wii","2010","Action","THQ",0.12,0.07,0,0.02,0.21,53,4,"6.6",5,"THQ","T",4144
"7463","NCAA March Madness 07","X360","2007","Sports","Electronic Arts",0.19,0,0,0.02,0.21,67,33,"7.1",15,"EA Canada","E",4145
"7464","StokEd","X360","2009","Sports","Zushi Games",0.18,0.01,0,0.01,0.21,68,34,"8.6",19,"Bongfish","T",4146
"7466","Evil Dead: Regeneration","PS2","2005","Action","THQ",0.1,0.08,0,0.03,0.21,68,26,"8.5",8,"Cranky Pants Games","M",4147
"7468","Defiance","PC","2013","Shooter","Trion Worlds",0.14,0.04,0,0.02,0.21,64,40,"6.5",661,"Trion Worlds","M",4148
"7469","NHL 2003","XB","2002","Sports","Electronic Arts",0.15,0.04,0,0.01,0.21,80,12,"7.9",12,"EA Sports","E",4149
"7471","Tiger Woods PGA Tour","PSP","2005","Sports","Electronic Arts",0.19,0,0,0.02,0.21,78,25,"7.4",14,"EA Canada","E",4150
"7472","NHL 2K3","PS2","2002","Sports","Sega",0.1,0.08,0,0.03,0.21,89,25,"7.8",17,"Treyarch","E",4151
"7476","You Don't Know Jack","X360","2011","Misc","THQ",0.19,0,0,0.01,0.21,82,23,"7.9",29,"Jellyvision, Iron Galaxy Studios","T",4152
"7480","Final Fight One","GBA","2001","Fighting","Ubisoft",0.09,0.03,0.08,0,0.21,82,16,"7.8",8,"Sun-Tec","E",4153
"7481","Tony Hawk's Pro Skater 5","PS4","2015","Sports","Activision",0.09,0.08,0,0.03,0.21,32,43,"1.5",427,"Robomodo","T",4154
"7482","MLB 10: The Show","PSP","2010","Sports","Sony Computer Entertainment",0.19,0,0,0.02,0.21,79,11,"6.6",8,"SCEA","E",4155
"7483","Gallop Racer 2003: A New Breed","PS2","2002","Sports","Zoo Digital Publishing",0.04,0.03,0.12,0.01,0.21,68,16,"8.5",15,"Tecmo","E",4156
"7484","Frogger 3D","3DS","2011","Action","Konami Digital Entertainment",0.16,0.03,0,0.01,0.21,54,11,"5.5",8,"Alpha Unit","E",4157
"7485","Blue Dragon Plus","DS","2008","Role-Playing","Ignition Entertainment",0.12,0.03,0.05,0.01,0.21,69,46,"6.5",15,"Brownie Brown","E",4158
"7487","BeyBlade VForce: Super Tournament Battle","GC","2002","Action","Atari",0.16,0.04,0,0.01,0.21,33,6,"7.5",18,"Takara","E",4159
"7490","Dead to Rights: Retribution","X360","2010","Shooter","Namco Bandai Games",0.11,0.08,0,0.02,0.21,61,64,"7",34,"Volatile Games","M",4160
"7494","Dragon Ball Z: Sagas","GC","2005","Fighting","Atari",0.16,0.04,0,0.01,0.21,48,11,"6.6",11,"Avalanche Software","T",4161
"7495","X2: Wolverine's Revenge","XB","2003","Platform","Activision",0.15,0.04,0,0.01,0.21,58,27,"6.4",9,"GenePool","T",4162
"7496","Power Rangers: Wild Force","GBA","2002","Action","THQ",0.15,0.05,0,0,0.21,55,4,"6.9",8,"Natsume","E",4163
"7497","Tenchu: Shadow Assassins","Wii","2008","Action","Ubisoft",0.15,0.01,0.03,0.01,0.21,70,35,"7.8",24,"Acquire","M",4164
"7499","Lost Planet 3","PS3","2013","Shooter","Capcom",0.07,0.05,0.06,0.02,0.21,61,30,"5.5",102,"Spark Unlimited","T",4165
"7503","Beyblade G-Revolution","GBA","2004","Action","Atari",0.15,0.05,0,0,0.2,40,5,"7.8",5,"Full Fat","E",4166
"7506","Capcom Fighting Evolution","PS2","2004","Fighting","Capcom",0.1,0.08,0,0.03,0.2,57,33,"4.8",5,"Capcom","T",4167
"7507","Assassin's Creed The Ezio Collection","PS4","2016","Action","Ubisoft",0.04,0.13,0,0.03,0.2,72,32,"7.4",49,"Ubisoft Montreal","M",4168
"7509","God of War Collection","PSV","2014","Action","Sony Computer Entertainment",0.08,0.06,0.01,0.05,0.2,73,28,"7.4",133,"Sanzaru Games, Sanzaru Games, Inc.","M",4169
"7513","Anarchy Reigns","PS3","2012","Action","Sega",0.1,0.03,0.06,0.02,0.2,71,35,"8.2",106,"PlatinumGames","M",4170
"7514","Mobile Suit Gundam: Crossfire","PS3","2006","Simulation","Namco Bandai Games",0.06,0,0.14,0.01,0.2,33,31,"5.1",47,"Bec","T",4171
"7518","Suikoden Tactics","PS2","2005","Strategy","Konami Digital Entertainment",0.06,0.05,0.07,0.02,0.2,68,31,"8.6",17,"Konami","T",4172
"7519","NCAA March Madness 06","XB","2005","Sports","Electronic Arts",0.15,0.04,0,0.01,0.2,76,21,"7.2",5,"EA Canada","E",4173
"7520","Sniper: Ghost Warrior 2","X360","2013","Shooter","City Interactive",0.06,0.12,0,0.02,0.2,52,33,"5.7",110,"City Interactive","M",4174
"7521","EVE Online","PC","2003","Role-Playing","CCP",0,0.19,0,0.01,0.2,69,22,"7.5",280,"CCP","T",4175
"7522","Phantasy Star Online","DC","2000","Role-Playing","Sega",0,0,0.2,0,0.2,89,21,"9.1",33,"Sonic Team","T",4176
"7523","Crazy Taxi 3: High Roller","XB","2002","Racing","Sega",0.14,0.04,0.02,0.01,0.2,69,33,"8.5",13,"Hitmaker","T",4177
"7524","Midnight Club 3: DUB Edition Remix","XB","2006","Racing","Take-Two Interactive",0.15,0.04,0,0.01,0.2,87,16,"5.3",18,"Rockstar San Diego","E10+",4178
"7528","Thrillville","PSP","2006","Strategy","Atari",0.18,0,0,0.02,0.2,72,13,"2.8",39,"Frontier Developments","E10+",4179
"7530","Warhammer 40,000: Space Marine","PC","2011","Shooter","THQ",0.09,0.09,0,0.03,0.2,74,34,"7.4",596,"Relic","M",4180
"7533","The King of Fighters Collection: The Orochi Saga","PS2","2006","Fighting","Ignition Entertainment",0.1,0.08,0,0.03,0.2,67,14,"8.5",4,"Terminal Reality","T",4181
"7537","Disney's Planes","WiiU","2013","Simulation","Disney Interactive Studios",0.14,0.04,0,0.02,0.2,51,10,"5.3",9,"Behaviour Interactive","E",4182
"7541","Zombie Army Trilogy","PS4","2015","Shooter","Rebellion Developments",0.05,0.12,0,0.03,0.2,62,26,"6.8",88,"Rebellion","",4183
"7543","MLB SlugFest 20-03","XB","2002","Sports","Midway Games",0.15,0.04,0,0.01,0.2,79,9,"7.8",5,"Gratuitous Games","E",4184
"7545","The Con","PSP","2005","Fighting","Sony Computer Entertainment",0.18,0,0,0.02,0.2,63,37,"7.3",16,"SCEA, Think and Feel","T",4185
"7546","Pitfall: The Lost Expedition","PS2","2004","Platform","Activision",0.1,0.08,0,0.03,0.2,70,34,"8.9",12,"Edge of Reality","E",4186
"7548","Need for Speed Carbon: Own the City","DS","2006","Racing","Electronic Arts",0.17,0.01,0,0.02,0.2,70,6,"7.5",15,"Exient Entertainment","E",4187
"7551","Enchanted Arms","PS3","2007","Role-Playing","Ubisoft",0.17,0.01,0,0.02,0.2,64,23,"5.9",40,"From Software","T",4188
"7552","Le Mans 24 Hours","PS2","2001","Racing","Infogrames",0.09,0.07,0.02,0.02,0.2,75,19,"7.6",9,"Atari","E",4189
"7554","The Witch and the Hundred Knight","PS3","2013","Role-Playing","Nippon Ichi Software",0.07,0.02,0.1,0.02,0.2,53,44,"7.5",80,"Nippon Ichi Software","T",4190
"7557","Dragon Ball Z: Harukanaru Densetsu","DS","2007","Role-Playing","Namco Bandai Games",0.19,0,0,0.02,0.2,57,16,"6.2",10,"Bec","E",4191
"7558","Harvest Moon: More Friends of Mineral Town","GBA","2003","Simulation","Ubisoft",0.14,0.05,0,0,0.2,82,8,"9.2",40,"TOSE","E",4192
"7564","X2: Wolverine's Revenge","GBA","2003","Platform","Activision",0.14,0.05,0,0,0.2,72,8,"7.2",5,"Vicarious Visions","E",4193
"7565","NBA 2K2","XB","2002","Sports","Sega",0.15,0.04,0,0.01,0.2,90,17,"7.6",5,"Visual Concepts","E",4194
"7566","Code of Princess","3DS","2012","Action","Agatsuma Entertainment",0.16,0,0.03,0.01,0.2,67,38,"7.6",73,"Studio Saizensen","T",4195
"7567","Major League Baseball 2K11","PS3","2011","Sports","Take-Two Interactive",0.15,0.03,0,0.02,0.2,72,13,"6.3",9,"Visual Concepts","E",4196
"7573","Dark Messiah of Might and Magic Elements","X360","2008","Role-Playing","Ubisoft",0.16,0.02,0.01,0.02,0.2,52,27,"7",48,"Ubisoft Annecy","M",4197
"7574","Planet 51","Wii","2009","Action","Sega",0.17,0.01,0,0.02,0.2,53,6,"5.8",4,"Pyro Studios","E",4198
"7575","Dead to Rights II","PS2","2005","Shooter","Electronic Arts",0.1,0.08,0,0.03,0.2,51,32,"5.3",7,"WideScreen Games","M",4199
"7577","FIFA 16","PC","2015","Sports","Electronic Arts",0.06,0.13,0,0.01,0.2,81,10,"4.4",296,"EA Sports","E",4200
"7581","NBA Live 14","XOne","2013","Sports","Electronic Arts",0.16,0.02,0,0.02,0.2,36,14,"3.1",88,"EA Sports","E",4201
"7582","Kung Fu Rider","PS3","2010","Action","Sony Computer Entertainment",0.06,0.09,0.01,0.03,0.2,36,45,"3.7",21,"SCE Japan Studio","E10+",4202
"7584","DarkStar One: Broken Alliance","X360","2010","Simulation","Kalypso Media",0.11,0.07,0,0.02,0.2,63,33,"7.2",19,"Gaming Minds Studios","T",4203
"7585","Dragon Ball: Xenoverse 2","XOne","2016","Action","Namco Bandai Games",0.11,0.07,0,0.02,0.2,73,8,"7.3",29,"Dimps Corporation","T",4204
"7586","WRC: FIA World Rally Championship","PS3","N/A","Racing","Black Bean Games",0,0.14,0.01,0.04,0.2,68,24,"4.5",4,"Milestone S.r.l","",4205
"7587","Odin Sphere: Leifthrasir","PS4","2016","Role-Playing","Nippon Ichi Software",0.07,0.04,0.07,0.02,0.2,87,49,"8.2",178,"Vanillaware","T",4206
"7590","Ty the Tasmanian Tiger 2: Bush Rescue","GC","2004","Platform","Electronic Arts",0.15,0.04,0,0.01,0.2,70,20,"8.6",11,"Krome Studios","E",4207
"7591","Body and Brain Connection","X360","2010","Misc","Namco Bandai Games",0.1,0.08,0,0.02,0.2,57,33,"4.8",4,"Namco Bandai Games","E",4208
